June 5, 2018 Consolidated Statewide Direct Primary Election

Report generated on: Monday, June 18, 2018 at 04:27:41 PM


*** Governor - CALIFORNIA (100)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	JOSH JONES	J. BRIBIESCA	GLORIA ESTELA LA RIVA	PETER Y LIU	ANTONIO VILLARAIGOSA	YVONNE GIRARD	ROBERT DAVIDSON GRIFFIS	SHUBHAM GOEL	TRAVIS ALLEN	AKINYEMI AGBEDE	JOHNNY WATTENBURG	NICKOLAS WILDSTAR	DESMOND SILVEIRA	MICHAEL SHELLENBERGER	ZOLTAN ISTVAN	CHRISTOPHER N. CARLSON	THOMAS JEFFERSON CARES	JOHN CHIANG	JOHN H. COX	AMANDA RENTERIA	DELAINE EASTIN	JEFFREY EDWARD TAYLOR	KLEMENT TINAJ	HAKAN ''HAWK'' MIKADO	ALBERT CAESAR MEZZETTI	GAVIN NEWSOM	ROBERT C. NEWMAN, II	WRITE-IN	WRITE-IN K. PEARCE	WRITE-IN VERONIKA FIMBRES	WRITE-IN ARMANDO M. ARREOLA	WRITE-IN ARMAN SOLTANI	WRITE-IN PETER CRAWFORD VALENTINO	Under Vote	Over Vote
Pct 9517	Election Day	9517	1	768	197	25.65	115	69	13	0
Pct 9517	VBM	9517	1	768	235	30.60	125	91	18	0
Pct 9518	Election Day	9518	1	783	180	22.99	118	56	6	0
Pct 9518	VBM	9518	1	783	242	30.91	133	102	8	0
Pct 9519	Election Day	9519	1	850	217	25.53	114	83	20	0
Pct 9519	VBM	9519	1	850	294	34.59	160	118	16	0
Pct 9521	Election Day	9521	1	893	254	28.44	127	107	20	0
Pct 9521	VBM	9521	1	893	290	32.47	152	127	13	0
Pct 9701	Election Day	9701	1	665	156	23.46	93	56	7	0
Pct 9701	VBM	9701	1	665	235	35.34	102	114	20	0
Pct 9702	Election Day	9702	1	710	194	27.32	114	67	12	1
Pct 9702	VBM	9702	1	710	231	32.54	121	91	18	0
Pct 9703	Election Day	9703	1	931	182	19.55	82	88	13	0
Pct 9703	VBM	9703	1	931	373	40.06	149	200	20	1
Pct 9704	Election Day	9704	1	942	191	20.28	94	89	7	0
Pct 9704	VBM	9704	1	942	354	37.58	150	176	29	0
Pct 9705	Election Day	9705	1	879	208	23.66	109	86	12	1
Pct 9705	VBM	9705	1	879	309	35.15	151	143	16	0
Pct 9706 MB	Election Day	9706	1	51	2	3.92	0	2	0	0
Pct 9706 MB	VBM	9706	1	51	32	62.75	13	19	0	0
Pct 9707	Election Day	9707	1	799	121	15.14	46	70	5	0
Pct 9707	VBM	9707	1	799	355	44.43	133	202	20	0
Pct 9708	Election Day	9708	1	919	193	21.00	110	70	12	0
Pct 9708	VBM	9708	1	919	324	35.26	173	130	15	0
Pct 9709	Election Day	9709	1	998	196	19.64	78	103	15	0
Pct 9709	VBM	9709	1	998	355	35.57	130	203	25	0
Pct 9711	Election Day	9711	1	625	167	26.72	80	78	9	0
Pct 9711	VBM	9711	1	625	254	40.64	99	138	18	0
Pct 9712	Election Day	9712	1	651	134	20.58	52	77	6	0
Pct 9712	VBM	9712	1	651	288	44.24	102	167	18	0
Pct 9713	Election Day	9713	1	930	161	17.31	63	78	14	0
Pct 9713	VBM	9713	1	930	362	38.92	140	201	21	0
Pct 9714	Election Day	9714	1	911	154	16.90	45	103	6	0
Pct 9714	VBM	9714	1	911	367	40.29	111	233	23	1
Pct 9715	Election Day	9715	1	566	162	28.62	51	102	9	0
Pct 9715	VBM	9715	1	566	218	38.52	57	142	15	0
Pct 9716	Election Day	9716	1	928	198	21.34	84	102	13	0
Pct 9716	VBM	9716	1	928	368	39.66	150	195	18	0
Pct 9717	Election Day	9717	1	967	206	21.30	71	118	17	0
Pct 9717	VBM	9717	1	967	371	38.37	142	210	20	1
Pct 9718	Election Day	9718	1	843	183	21.71	69	102	13	0
Pct 9718	VBM	9718	1	843	385	45.67	140	225	18	0
Pct 9719	Election Day	9719	1	863	186	21.55	68	110	7	0
Pct 9719	VBM	9719	1	863	389	45.08	137	238	12	0
Pct 9721	Election Day	9721	1	653	182	27.87	56	119	8	0
Pct 9721	VBM	9721	1	653	250	38.28	79	160	12	0
Pct 9722	Election Day	9722	1	593	86	14.50	25	56	6	0
Pct 9722	VBM	9722	1	593	269	45.36	88	160	24	0
Pct 9723	Election Day	9723	1	458	74	16.16	23	49	2	0
Pct 9723	VBM	9723	1	458	198	43.23	71	112	14	0
Pct 9724	Election Day	9724	1	950	144	15.16	48	86	10	0
Pct 9724	VBM	9724	1	950	386	40.63	104	263	23	0
Pct 9725	Election Day	9725	1	941	118	12.54	33	75	12	0
Pct 9725	VBM	9725	1	941	350	37.19	112	228	12	1
Pct 9726	Election Day	9726	1	685	83	12.12	44	32	7	0
Pct 9726	VBM	9726	1	685	137	20.00	72	60	10	0
Pct 9727	Election Day	9727	1	435	60	13.79	13	43	5	0
Pct 9727	VBM	9727	1	435	205	47.13	52	139	11	0
Pct 9728	Election Day	9728	1	906	204	22.52	65	132	9	0
Pct 9728	VBM	9728	1	906	378	41.72	102	253	23	1
Pct 9729	Election Day	9729	1	782	161	20.59	44	109	7	0
Pct 9729	VBM	9729	1	782	304	38.87	72	216	14	1
Pct 9731	Election Day	9731	1	529	138	26.09	40	90	8	0
Pct 9731	VBM	9731	1	529	189	35.73	51	134	4	0
Pct 9732 MB	Election Day	9732	1	73	3	4.11	1	2	0	0
Pct 9732 MB	VBM	9732	1	73	43	58.90	9	31	3	0
Pct 9733 MB	Election Day	9733	1	224	4	1.79	2	2	0	0
Pct 9733 MB	VBM	9733	1	224	146	65.18	66	75	5	0
Pct 9734	Election Day	9734	1	577	122	21.14	25	91	7	0
Pct 9734	VBM	9734	1	577	261	45.23	88	163	12	0
Pct 9735	Election Day	9735	1	782	167	21.36	55	98	13	0
Pct 9735	VBM	9735	1	782	344	43.99	116	205	17	0
Pct 9736	Election Day	9736	1	699	145	20.74	46	89	10	0
Pct 9736	VBM	9736	1	699	305	43.63	116	168	16	0
Pct 9737	Election Day	9737	1	792	175	22.10	91	74	10	0
Pct 9737	VBM	9737	1	792	343	43.31	146	176	21	0
Pct 9738	Election Day	9738	1	830	99	11.93	47	42	10	0
Pct 9738	VBM	9738	1	830	263	31.69	112	125	24	1
Pct 9739	Election Day	9739	1	826	126	15.25	71	45	10	0
Pct 9739	VBM	9739	1	826	193	23.37	107	79	9	0
Pct 9741	Election Day	9741	1	1022	19	1.86	17	1	1	0
Pct 9741	VBM	9741	1	1022	24	2.35	14	7	3	0
Pct 9742	Election Day	9742	1	647	134	20.71	52	72	10	0
Pct 9742	VBM	9742	1	647	187	28.90	64	109	11	0
Pct 9743	Election Day	9743	1	1093	172	15.74	97	57	18	0
Pct 9743	VBM	9743	1	1093	317	29.00	168	130	17	1
Pct 9744	Election Day	9744	1	902	141	15.63	86	43	11	0
Pct 9744	VBM	9744	1	902	234	25.94	105	115	12	0
Pct 9745	Election Day	9745	1	934	141	15.10	72	57	12	0
Pct 9745	VBM	9745	1	934	205	21.95	107	81	15	0
Pct 9746	Election Day	9746	1	867	192	22.15	57	116	19	0
Pct 9746	VBM	9746	1	867	334	38.52	133	183	18	0
Pct 9747	Election Day	9747	1	940	198	21.06	91	91	16	0
Pct 9747	VBM	9747	1	940	323	34.36	153	145	25	1
Pct 9748	Election Day	9748	1	913	164	17.96	54	98	11	0
Pct 9748	VBM	9748	1	913	342	37.46	131	194	20	0
Pct 9749	Election Day	9749	1	893	143	16.01	72	58	15	0
Pct 9749	VBM	9749	1	893	266	29.79	147	101	14	0
Pct 9751	Election Day	9751	1	977	157	16.07	64	83	11	0
Pct 9751	VBM	9751	1	977	384	39.30	160	203	23	0
Pct 9752	Election Day	9752	1	692	143	20.66	64	69	10	0
Pct 9752	VBM	9752	1	692	305	44.08	150	146	9	0
Pct 9753	Election Day	9753	1	735	148	20.14	81	57	11	0
Pct 9753	VBM	9753	1	735	266	36.19	135	119	13	0
Pct 9754	Election Day	9754	1	701	169	24.11	91	68	10	0
Pct 9754	VBM	9754	1	701	296	42.23	158	128	12	0
Pct 9755	Election Day	9755	1	553	120	21.70	56	58	7	0
Pct 9755	VBM	9755	1	553	201	36.35	92	99	9	0
Pct 9756	Election Day	9756	1	908	126	13.88	59	54	13	0
Pct 9756	VBM	9756	1	908	297	32.71	135	146	12	0
Pct 9801	Election Day	9801	1	399	76	19.05	37	36	4	0
Pct 9801	VBM	9801	1	399	148	37.09	76	63	7	0
Pct 9900 MB	Election Day	9900	1	0	0	0.00	0	0	0	0
Pct 9900 MB	VBM	9900	1	0	0	0.00	0	0	0	0
Pct 9901 MB	Election Day	9901	1	0	0	0.00	0	0	0	0
Pct 9901 MB	VBM	9901	1	0	0	0.00	0	0	0	0
Pct 9902 MB	Election Day	9902	1	0	0	0.00	0	0	0	0
Pct 9902 MB	VBM	9902	1	0	0	0.00	0	0	0	0
Grand Totals	Election Day	City:0	604	481991	89755	18.62	45230	38021	6558	34
Grand Totals	VBM	City:0	604	481991	163827	33.99	74969	78064	10650	113
Grand Totals		City:0	604	481991	253582	52.61	120199	116085	17208	147

Local Measure C - CITY/COUNTY OF SAN FRANCI (255)
District and Neighborhood Totals
DistrictName	ReportingType	DistrictLabel	Precincts	Registration	Ballots Cast	Turnout (%)	Yes	No	Under Vote	Over Vote
12TH CONGRESSIONAL DISTRICT		Congressional:12	529	426647	225359	52.82	107776	102092	15414	125
13TH CONGRESSIONAL DISTRICT		Congressional:13	1	0	0	0.00	0	0	0	0
14TH CONGRESSIONAL DISTRICT		Congressional:14	74	55344	28223	51.00	12423	13993	1794	22
11TH SENATORIAL DISTRICT		Senatorial:11	604	481991	253582	52.61	120199	116085	17208	147
17TH ASSEMBLY DISTRICT		Assembly:17	353	280269	147300	52.56	73364	63734	10132	87
19TH ASSEMBLY DISTRICT		Assembly:19	251	201722	106282	52.69	46835	52351	7076	60
BART DISTRICT 4		BART:4	1	0	0	0.00	0	0	0	0
BART DISTRICT 7		BART:7	46	36166	15261	42.20	6865	7116	1270	7
BART DISTRICT 8		BART:8	266	215670	112119	51.99	48312	55969	7779	61
BART DISTRICT 9		BART:9	291	230155	126202	54.83	65022	53000	8159	79
SUPERVISORIAL DISTRICT 1		Supervisorial:1	48	40919	22431	54.82	10840	10111	1480	7
SUPERVISORIAL DISTRICT 2		Supervisorial:2	62	48242	24389	50.56	8639	14083	1640	18
SUPERVISORIAL DISTRICT 3		Supervisorial:3	45	38273	18567	48.51	8618	8451	1480	7
SUPERVISORIAL DISTRICT 4		Supervisorial:4	48	41216	21994	53.36	9917	10500	1600	11
SUPERVISORIAL DISTRICT 5		Supervisorial:5	67	52114	28694	55.06	15175	11509	2006	18
SUPERVISORIAL DISTRICT 6		Supervisorial:6	48	41151	17498	42.52	8261	7750	1470	10
SUPERVISORIAL DISTRICT 7		Supervisorial:7	63	46301	26230	56.65	10710	13892	1589	12
SUPERVISORIAL DISTRICT 8		Supervisorial:8	71	56415	36014	63.84	17591	16422	1997	24
SUPERVISORIAL DISTRICT 9		Supervisorial:9	54	41665	22565	54.16	13039	8259	1285	14
SUPERVISORIAL DISTRICT 10		Supervisorial:10	53	39848	17900	44.92	8673	7729	1479	12
SUPERVISORIAL DISTRICT 11		Supervisorial:11	45	35847	17300	48.26	8736	7379	1182	14
CITY/COUNTY OF SAN FRANCISCO		City:0	604	481991	253582	52.61	120199	116085	17208	147
BAYVIEW/HUNTERS POINT		Neighborhood:BAYVW/HTRSPT	27	19131	7881	41.19	3795	3287	778	5
CHINATOWN		Neighborhood:CHINA	20	16742	8038	48.01	3617	3726	687	3
CIVIC CENTER/DOWNTOWN		Neighborhood:CVC CTR/DWTN	33	27631	12231	44.27	6296	4881	1054	9
DIAMOND HEIGHTS		Neighborhood:DIAMD HTS	9	6857	4487	65.44	2014	2193	282	3
EXCELSIOR (OUTER MISSION)		Neighborhood:EXCELSIOR	33	26541	12895	48.59	6541	5513	840	8
HAIGHT ASHBURY		Neighborhood:HAIGHT ASH	18	14552	8410	57.79	4595	3302	513	3
INGLESIDE		Neighborhood:INGLESIDE	14	11506	5461	47.46	2721	2324	407	6
INNER SUNSET		Neighborhood:INNER SUNSET	13	9393	5438	57.89	2900	2194	345	1
LAKE MERCED		Neighborhood:LAKE MERCED	10	8641	3424	39.63	1510	1687	232	3
LAUREL HEIGHTS/ANZA VISTA		Neighborhood:LRL HTS/ANZA	13	9744	5037	51.69	2305	2388	337	1
MARINA/PACIFIC HEIGHTS		Neighborhood:MAR/PAC HTS	49	38757	19070	49.20	6812	10951	1296	16
MISSION		Neighborhood:MISSION	37	30096	16088	53.46	9473	5713	910	7
NOE VALLEY		Neighborhood:NOE VALLEY	19	16415	10583	64.47	5138	4872	575	9
NORTH BERNAL HTS		Neighborhood:N BERNAL HTS	12	8622	5494	63.72	3291	1933	267	4
NORTH EMBARCADERO		Neighborhood:N EMBRCDRO	8	6827	3580	52.44	1556	1742	264	1
PORTOLA		Neighborhood:PORTOLA	13	8914	4445	49.87	2108	2011	323	5
POTRERO HILL		Neighborhood:POTRERO HILL	17	15511	7917	51.04	3867	3586	464	4
RICHMOND		Neighborhood:RICHMOND	41	35688	19724	55.27	9578	8860	1298	6
SEA CLIFF/PRESIDIO HEIGHTS		Neighborhood:SECLF/PREHTS	10	7813	4593	58.79	1576	2691	314	4
SOUTH BERNAL HEIGHT		Neighborhood:S BERNAL HTS	13	9230	5452	59.07	2978	2182	301	3
SOUTH OF MARKET		Neighborhood:SOMA	27	23278	10026	43.07	4399	4827	801	4
SUNSET		Neighborhood:SUNSET	47	40651	21684	53.34	9758	10373	1576	11
UPPER MARKET/EUREKA VALLEY		Neighborhood:UPRMKT/EURKA	22	18424	12111	65.73	5672	5804	632	5
VISITATION VALLEY		Neighborhood:VISITA VLY	13	7867	3226	41.01	1505	1423	296	2
WEST OF TWIN PEAKS		Neighborhood:W TWIN PKS	47	33960	20797	61.24	8165	11365	1230	8
WESTERN ADDITION		Neighborhood:WST ADDITION	39	29200	15490	53.05	8029	6257	1186	16
Grand Totals		City:0	604	481991	253582	52.61	120199	116085	17208	147


*** Local Measure D - CITY/COUNTY OF SAN FRANCI (260)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	Yes	No	Under Vote	Over Vote
Pct 1101	Election Day	1101	1	544	83	15.26	35	46	3	0
Pct 1101	VBM	1101	1	544	198	36.40	83	107	7	0
Pct 1102	Election Day	1102	1	964	188	19.50	58	119	10	0
Pct 1102	VBM	1102	1	964	337	34.96	98	216	25	0
Pct 1103	Election Day	1103	1	914	163	17.83	64	92	7	0
Pct 1103	VBM	1103	1	914	348	38.07	158	170	20	0
Pct 1104/1105	Election Day	1104	1	953	167	17.52	66	90	11	0
Pct 1104/1105	VBM	1104	1	953	292	30.64	128	142	21	0
Pct 1106	Election Day	1106	1	740	113	15.27	53	54	6	0
Pct 1106	VBM	1106	1	740	231	31.22	88	132	10	2
Pct 1107	Election Day	1107	1	721	101	14.01	45	47	9	0
Pct 1107	VBM	1107	1	721	240	33.29	96	129	14	0
Pct 1108	Election Day	1108	1	882	156	17.69	78	58	19	1
Pct 1108	VBM	1108	1	882	328	37.19	152	153	22	0
Pct 1109	Election Day	1109	1	758	124	16.36	59	57	11	0
Pct 1109	VBM	1109	1	758	265	34.96	101	140	20	1
Pct 1111	Election Day	1111	1	938	132	14.07	52	67	15	0
Pct 1111	VBM	1111	1	938	330	35.18	131	175	19	0
Pct 1112	Election Day	1112	1	702	96	13.68	35	52	7	0
Pct 1112	VBM	1112	1	702	221	31.48	96	114	11	0
Pct 1113	Election Day	1113	1	701	82	11.70	31	45	7	0
Pct 1113	VBM	1113	1	701	272	38.80	101	155	16	0
Pct 1114	Election Day	1114	1	915	139	15.19	53	71	15	0
Pct 1114	VBM	1114	1	915	280	30.60	128	134	17	0
Pct 1115	Election Day	1115	1	835	97	11.62	40	49	8	0
Pct 1115	VBM	1115	1	835	279	33.41	107	143	29	1
Pct 1116	Election Day	1116	1	842	141	16.75	62	62	18	0
Pct 1116	VBM	1116	1	842	275	32.66	101	144	30	0
Pct 1117	Election Day	1117	1	827	138	16.69	66	51	22	0
Pct 1117	VBM	1117	1	827	240	29.02	113	116	11	0
Pct 1118	Election Day	1118	1	974	158	16.22	69	70	17	0
Pct 1118	VBM	1118	1	974	335	34.39	139	166	28	0
Pct 1119	Election Day	1119	1	745	97	13.02	47	42	9	0
Pct 1119	VBM	1119	1	745	274	36.78	127	134	14	0
Pct 1121	Election Day	1121	1	653	104	15.93	31	66	7	0
Pct 1121	VBM	1121	1	653	221	33.84	85	119	16	0
Pct 1122	Election Day	1122	1	607	69	11.37	26	34	9	0
Pct 1122	VBM	1122	1	607	213	35.09	70	125	19	0
Pct 1123	Election Day	1123	1	876	118	13.47	45	59	15	0
Pct 1123	VBM	1123	1	876	254	29.00	116	130	10	0
Pct 1124	Election Day	1124	1	773	109	14.10	52	39	18	0
Pct 1124	VBM	1124	1	773	200	25.87	87	99	15	0
Pct 1125	Election Day	1125	1	987	80	8.11	32	39	11	0
Pct 1125	VBM	1125	1	987	329	33.33	136	166	31	0
Pct 1126	Election Day	1126	1	900	92	10.22	37	47	9	0
Pct 1126	VBM	1126	1	900	292	32.44	152	116	25	0
Pct 1127	Election Day	1127	1	875	141	16.11	50	77	15	0
Pct 1127	VBM	1127	1	875	277	31.66	105	162	11	0
Pct 1128	Election Day	1128	1	813	104	12.79	40	59	5	0
Pct 1128	VBM	1128	1	813	246	30.26	98	129	20	0
Pct 1129	Election Day	1129	1	924	120	12.99	52	57	11	0
Pct 1129	VBM	1129	1	924	274	29.65	100	156	16	0
Pct 1131	Election Day	1131	1	783	85	10.86	42	36	7	0
Pct 1131	VBM	1131	1	783	288	36.78	126	139	23	0
Pct 1132	Election Day	1132	1	910	112	12.31	53	49	10	0
Pct 1132	VBM	1132	1	910	324	35.60	126	182	19	0
Pct 1133	Election Day	1133	1	826	99	11.99	30	59	10	0
Pct 1133	VBM	1133	1	826	292	35.35	106	174	14	0
Pct 1134	Election Day	1134	1	727	126	17.33	55	59	12	0
Pct 1134	VBM	1134	1	727	241	33.15	79	145	18	0
Pct 1135	Election Day	1135	1	511	71	13.89	32	33	7	0
Pct 1135	VBM	1135	1	511	217	42.47	73	128	14	0
Pct 1136	Election Day	1136	1	807	97	12.02	36	54	7	0
Pct 1136	VBM	1136	1	807	287	35.56	120	155	11	0
Pct 1141	Election Day	1141	1	998	149	14.93	50	84	14	0
Pct 1141	VBM	1141	1	998	368	36.87	155	197	16	0
Pct 1142	Election Day	1142	1	822	120	14.60	52	59	9	0
Pct 1142	VBM	1142	1	822	266	32.36	97	154	15	0
Pct 1143	Election Day	1143	1	989	147	14.86	69	68	9	0
Pct 1143	VBM	1143	1	989	311	31.45	131	148	30	0
Pct 1144	Election Day	1144	1	870	148	17.01	59	83	8	0
Pct 1144	VBM	1144	1	870	264	30.34	87	163	15	0
Pct 1145	Election Day	1145	1	879	136	15.47	44	75	16	0
Pct 1145	VBM	1145	1	879	370	42.09	148	202	22	0
Pct 1146	Election Day	1146	1	971	124	12.77	44	72	8	0
Pct 1146	VBM	1146	1	971	326	33.57	143	163	21	0
Pct 1147	Election Day	1147	1	853	166	19.46	56	94	14	0
Pct 1147	VBM	1147	1	853	279	32.71	113	148	16	1
Pct 1148	Election Day	1148	1	918	121	13.18	40	69	12	0
Pct 1148	VBM	1148	1	918	314	34.20	101	196	16	1
Pct 1149	Election Day	1149	1	873	148	16.95	63	76	11	0
Pct 1149	VBM	1149	1	873	285	32.65	109	151	24	0
Pct 1151 MB	Election Day	1151	1	0	0	0.00	0	0	0	0
Pct 1151 MB	VBM	1151	1	0	0	0.00	0	0	0	0
Pct 1152	Election Day	1152	1	838	125	14.92	40	79	8	0
Pct 1152	VBM	1152	1	838	286	34.13	107	160	19	0
Pct 1153	Election Day	1153	1	909	139	15.29	69	63	7	0
Pct 1153	VBM	1153	1	909	306	33.66	107	174	23	0
Pct 1154 MB	Election Day	1154	1	0	0	0.00	0	0	0	0
Pct 1154 MB	VBM	1154	1	0	0	0.00	0	0	0	0
Pct 7001	Election Day	7001	1	735	119	16.19	58	57	5	0
Pct 7001	VBM	7001	1	735	266	36.19	112	132	20	0
Pct 7002	Election Day	7002	1	641	132	20.59	63	61	8	0
Pct 7002	VBM	7002	1	641	173	26.99	81	85	6	0
Pct 7003	Election Day	7003	1	864	188	21.76	73	104	11	0
Pct 7003	VBM	7003	1	864	340	39.35	146	176	17	1
Pct 7004	Election Day	7004	1	835	175	20.96	76	88	11	0
Pct 7004	VBM	7004	1	835	306	36.65	139	155	13	0
Pct 7005	Election Day	7005	1	812	180	22.17	70	95	14	0
Pct 7005	VBM	7005	1	812	295	36.33	138	144	12	0
Pct 7006	Election Day	7006	1	884	213	24.10	69	133	10	0
Pct 7006	VBM	7006	1	884	290	32.81	119	158	15	0
Pct 7007	Election Day	7007	1	916	233	25.44	94	128	13	0
Pct 7007	VBM	7007	1	916	323	35.26	136	171	17	0
Pct 7008	Election Day	7008	1	861	187	21.72	86	92	9	0
Pct 7008	VBM	7008	1	861	345	40.07	150	164	30	0
Pct 7009	Election Day	7009	1	864	133	15.39	55	67	12	0
Pct 7009	VBM	7009	1	864	312	36.11	126	167	20	0
Pct 7011	Election Day	7011	1	976	141	14.45	50	68	22	1
Pct 7011	VBM	7011	1	976	205	21.00	100	94	11	0
Pct 7012	Election Day	7012	1	1061	224	21.11	102	113	9	0
Pct 7012	VBM	7012	1	1061	383	36.10	181	170	31	0
Pct 7013	Election Day	7013	1	805	132	16.40	69	58	5	0
Pct 7013	VBM	7013	1	805	251	31.18	119	123	11	0
Pct 7014	Election Day	7014	1	1213	188	15.50	77	101	13	0
Pct 7014	VBM	7014	1	1213	434	35.78	205	208	22	0
Pct 7015 MB	Election Day	7015	1	93	0	0.00	0	0	0	0
Pct 7015 MB	VBM	7015	1	93	34	36.56	9	23	1	0
Pct 7016	Election Day	7016	1	891	112	12.57	43	51	18	0
Pct 7016	VBM	7016	1	891	221	24.80	82	124	16	0
Pct 7017	Election Day	7017	1	734	79	10.76	37	17	24	1
Pct 7017	VBM	7017	1	734	167	22.75	87	65	16	0
Pct 7018	Election Day	7018	1	908	88	9.69	42	41	7	0
Pct 7018	VBM	7018	1	908	343	37.78	171	143	27	0
Pct 7019	Election Day	7019	1	864	111	12.85	57	41	11	0
Pct 7019	VBM	7019	1	864	349	40.39	137	184	29	0
Pct 7021	Election Day	7021	1	927	129	13.92	54	55	19	0
Pct 7021	VBM	7021	1	927	220	23.73	118	91	13	1
Pct 7022	Election Day	7022	1	923	164	17.77	75	70	18	1
Pct 7022	VBM	7022	1	923	270	29.25	135	113	19	0
Pct 7023	Election Day	7023	1	906	131	14.46	65	50	15	0
Pct 7023	VBM	7023	1	906	301	33.22	140	139	25	1
Pct 7024	Election Day	7024	1	386	30	7.77	17	8	5	0
Pct 7024	VBM	7024	1	386	47	12.18	29	15	3	0
Pct 7025	Election Day	7025	1	448	66	14.73	30	26	8	0
Pct 7025	VBM	7025	1	448	78	17.41	38	34	5	0
Pct 7026	Election Day	7026	1	971	90	9.27	28	50	12	0
Pct 7026	VBM	7026	1	971	350	36.05	137	183	25	1
Pct 7027	Election Day	7027	1	845	136	16.09	60	57	20	0
Pct 7027	VBM	7027	1	845	271	32.07	117	134	18	0
Pct 7028	Election Day	7028	1	835	157	18.80	87	52	18	0
Pct 7028	VBM	7028	1	835	180	21.56	85	81	16	0
Pct 7029	Election Day	7029	1	855	115	13.45	56	44	14	1
Pct 7029	VBM	7029	1	855	166	19.42	93	57	15	0
Pct 7030	Election Day	7030	1	729	94	12.89	43	48	5	0
Pct 7030	VBM	7030	1	729	277	38.00	95	161	18	0
Pct 7031	Election Day	7031	1	611	50	8.18	26	17	6	1
Pct 7031	VBM	7031	1	611	224	36.66	102	101	18	0
Pct 7032	Election Day	7032	1	867	126	14.53	51	45	31	0
Pct 7032	VBM	7032	1	867	238	27.45	124	89	24	0
Pct 7033	Election Day	7033	1	765	135	17.65	49	62	24	0
Pct 7033	VBM	7033	1	765	181	23.66	96	67	19	0
Pct 7034	Election Day	7034	1	914	97	10.61	45	42	10	0
Pct 7034	VBM	7034	1	914	154	16.85	95	43	15	0
Pct 7035	Election Day	7035	1	553	73	13.20	42	27	4	0
Pct 7035	VBM	7035	1	553	170	30.74	77	81	12	0
Pct 7036	Election Day	7036	1	898	52	5.79	25	25	2	0
Pct 7036	VBM	7036	1	898	265	29.51	128	115	21	1
Pct 7037	Election Day	7037	1	730	73	10.00	47	16	11	0
Pct 7037	VBM	7037	1	730	64	8.77	33	16	12	0
Pct 7038	Election Day	7038	1	880	84	9.55	32	40	12	0
Pct 7038	VBM	7038	1	880	255	28.98	108	123	25	0
Pct 7039	Election Day	7039	1	768	111	14.45	48	55	9	0
Pct 7039	VBM	7039	1	768	225	29.30	74	134	16	0
Pct 7041 MB	Election Day	7041	1	60	0	0.00	0	0	0	0
Pct 7041 MB	VBM	7041	1	60	24	40.00	10	14	0	0
Pct 7042	Election Day	7042	1	632	75	11.87	27	38	10	0
Pct 7042	VBM	7042	1	632	191	30.22	78	86	25	0
Pct 7043	Election Day	7043	1	915	97	10.60	41	40	15	0
Pct 7043	VBM	7043	1	915	282	30.82	132	131	17	0
Pct 7044	Election Day	7044	1	805	86	10.68	37	31	19	0
Pct 7044	VBM	7044	1	805	125	15.53	54	58	14	0
Pct 7045	Election Day	7045	1	763	87	11.40	37	41	10	0
Pct 7045	VBM	7045	1	763	282	36.96	116	145	20	0
Pct 7046	Election Day	7046	1	385	54	14.03	19	29	6	0
Pct 7046	VBM	7046	1	385	136	35.32	51	76	8	1
Pct 7047	Election Day	7047	1	781	68	8.71	32	34	3	0
Pct 7047	VBM	7047	1	781	298	38.16	138	141	17	1
Pct 7048	Election Day	7048	1	815	94	11.53	46	36	12	0
Pct 7048	VBM	7048	1	815	248	30.43	110	106	33	0
Pct 7049	Election Day	7049	1	751	108	14.38	49	49	10	0
Pct 7049	VBM	7049	1	751	241	32.09	82	134	25	0
Pct 7051	Election Day	7051	1	839	70	8.34	25	35	12	0
Pct 7051	VBM	7051	1	839	302	36.00	122	160	18	0
Pct 7052	Election Day	7052	1	806	120	14.89	57	54	10	0
Pct 7052	VBM	7052	1	806	278	34.49	117	139	19	1
Pct 7053	Election Day	7053	1	548	44	8.03	17	22	5	0
Pct 7053	VBM	7053	1	548	205	37.41	86	100	18	0
Pct 7054	Election Day	7054	1	1024	141	13.77	61	68	9	0
Pct 7054	VBM	7054	1	1024	275	26.86	132	124	18	0
Pct 7055	Election Day	7055	1	699	83	11.87	40	32	14	0
Pct 7055	VBM	7055	1	699	256	36.62	109	128	20	0
Pct 7101 MB	Election Day	7101	1	141	2	1.42	1	1	0	0
Pct 7101 MB	VBM	7101	1	141	83	58.87	45	29	9	0
Pct 7201	Election Day	7201	1	900	147	16.33	65	68	12	0
Pct 7201	VBM	7201	1	900	333	37.00	143	165	25	1
Pct 7202	Election Day	7202	1	830	138	16.63	58	71	9	0
Pct 7202	VBM	7202	1	830	271	32.65	112	135	22	2
Pct 7203	Election Day	7203	1	867	174	20.07	69	88	18	0
Pct 7203	VBM	7203	1	867	243	28.03	107	114	19	0
Pct 7204	Election Day	7204	1	888	157	17.68	74	70	13	0
Pct 7204	VBM	7204	1	888	340	38.29	148	176	20	0
Pct 7205	Election Day	7205	1	847	183	21.61	80	95	7	1
Pct 7205	VBM	7205	1	847	309	36.48	138	151	17	0
Pct 7206	Election Day	7206	1	375	88	23.47	46	36	6	0
Pct 7206	VBM	7206	1	375	124	33.07	41	71	12	0
Pct 7207	Election Day	7207	1	744	119	15.99	50	53	17	0
